competencia_data,planoContas_id,valor
01/01/2023,02.01.01,1.246.149.03
01/01/2023,02.01.02,773.729.49
01/01/2023,02.02.01,65.993.93
01/01/2023,02.02.02,30.298.18
01/01/2023,02.02.03,20.198.79
01/01/2023,02.02.04,282.782.99
01/01/2023,02.02.05,13.129.21
01/01/2023,02.02.06,60.596.36
01/01/2023,02.02.07,62.307.45
01/01/2023,02.04.01,685.381.97
01/01/2023,02.04.02,270.805.32
01/01/2023,02.06.01,240.674.33
01/01/2023,02.06.02,19.253.95
01/01/2023,02.06.03,26.073.05
01/01/2023,02.06.04,20.056.19
01/01/2023,02.06.05,2.406.74
01/01/2023,02.06.06,722.02
01/01/2023,02.06.07,3.610.11
01/01/2023,02.06.08,1.805.06
01/01/2023,02.06.09,7.220.23
01/01/2023,02.06.10,2.166.07
01/01/2023,02.06.11,2.019.88
01/01/2023,02.06.12,5.294.84
01/01/2023,02.06.13,2.647.42
01/01/2023,02.06.14,962.70
01/01/2023,02.06.15,1.564.38
01/01/2023,02.06.16,1.444.05
01/01/2023,02.06.17,4.978.00
01/01/2023,02.06.18,199.12
01/01/2023,02.06.19,448.02
01/01/2023,02.06.20,423.13
01/01/2023,02.06.21,298.68
01/01/2023,02.06.22,30.298.18
01/01/2023,02.06.23,20.198.79
01/01/2023,02.06.24,25.248.48
01/01/2023,02.07.01,4.039.76
01/01/2023,02.07.02,706.96
01/01/2023,02.09.01,1.684.72
01/01/2023,02.09.02,1.203.37
01/01/2023,02.10.01,3.029.82
01/01/2023,02.10.02,1.514.91
01/01/2023,02.12.01,14.249.85
01/01/2023,02.12.02,5.507.23
01/02/2023,02.01.01,1.196.303.07
01/02/2023,02.01.02,688.619.25
01/02/2023,02.02.01,59.246.12
01/02/2023,02.02.02,28.273.83
01/02/2023,02.02.03,18.849.22
01/02/2023,02.02.04,263.889.12
01/02/2023,02.02.05,12.252.00
01/02/2023,02.02.06,56.547.67
01/02/2023,02.02.07,59.815.15
01/02/2023,02.04.01,657.966.69
01/02/2023,02.04.02,241.016.74
01/02/2023,02.06.01,222.923.19
01/02/2023,02.06.02,17.833.86
01/02/2023,02.06.03,24.150.01
