competencia_data,planoContas_id,valor
01/01/2024,02.01.01,1.315.106.41
01/01/2024,02.01.02,939.949.50
01/01/2024,02.02.01,77.752.80
01/01/2024,02.02.02,33.825.84
01/01/2024,02.02.03,22.550.56
01/01/2024,02.02.04,315.707.83
01/01/2024,02.02.05,14.657.86
01/01/2024,02.02.06,67.651.68
01/01/2024,02.02.07,65.755.32
01/01/2024,02.04.01,723.308.52
01/01/2024,02.04.02,328.982.33
01/01/2024,02.06.01,272.503.07
01/01/2024,02.06.02,21.800.25
01/01/2024,02.06.03,29.521.17
01/01/2024,02.06.04,22.708.59
01/01/2024,02.06.05,2.725.03
01/01/2024,02.06.06,817.51
01/01/2024,02.06.07,4.087.55
01/01/2024,02.06.08,2.043.77
01/01/2024,02.06.09,24.525.28
01/01/2024,02.06.10,2.452.53
01/01/2024,02.06.11,2.255.06
01/01/2024,02.06.12,10.900.12
01/01/2024,02.06.13,2.997.53
01/01/2024,02.06.14,1.090.01
01/01/2024,02.06.15,2.452.53
01/01/2024,02.06.16,1.635.02
01/01/2024,02.06.17,5.440.95
01/01/2024,02.06.18,217.64
01/01/2024,02.06.19,489.69
01/01/2024,02.06.20,462.48
01/01/2024,02.06.21,326.46
01/01/2024,02.06.22,33.825.84
01/01/2024,02.06.23,47.356.17
01/01/2024,02.06.24,28.188.20
01/01/2024,02.07.01,4.510.11
01/01/2024,02.07.02,789.27
01/01/2024,02.09.01,1.907.52
01/01/2024,02.09.02,1.362.52
01/01/2024,02.10.01,3.382.58
01/01/2024,02.10.02,1.691.29
01/01/2024,02.12.01,7.703.90
01/01/2024,02.12.02,3.185.77
01/02/2024,02.01.01,1.369.025.77
01/02/2024,02.01.02,977.547.48
01/02/2024,02.02.01,82.328.66
01/02/2024,02.02.02,35.198.60
01/02/2024,02.02.03,23.465.73
01/02/2024,02.02.04,328.520.26
01/02/2024,02.02.05,15.252.73
01/02/2024,02.02.06,70.397.20
01/02/2024,02.02.07,68.451.29
01/02/2024,02.04.01,752.964.17
01/02/2024,02.04.02,342.141.62
01/02/2024,02.06.01,283.534.70
01/02/2024,02.06.02,22.682.78
01/02/2024,02.06.03,30.716.26
01/02/2024,02.06.04,23.627.89
01/02/2024,02.06.05,2.835.35
01/02/2024,02.06.06,850.60
01/02/2024,02.06.07,4.253.02
01/02/2024,02.06.08,2.126.51
01/02/2024,02.06.09,25.518.12
01/02/2024,02.06.10,2.551.81
01/02/2024,02.06.11,2.346.57
01/02/2024,02.06.12,6.237.76
01/02/2024,02.06.13,3.118.88
01/02/2024,02.06.14,1.134.14
01/02/2024,02.06.15,1.842.98
01/02/2024,02.06.16,1.701.21
01/02/2024,02.06.17,5.440.95
01/02/2024,02.06.18,217.64
01/02/2024,02.06.19,489.69
01/02/2024,02.06.20,462.48
01/02/2024,02.06.21,326.46
01/02/2024,02.06.22,35.198.60
01/02/2024,02.06.23,49.278.04
01/02/2024,02.06.24,29.332.17
01/02/2024,02.07.01,4.693.15
01/02/2024,02.07.02,821.30
01/02/2024,02.09.01,1.984.74
01/02/2024,02.09.02,1.417.67
01/02/2024,02.10.01,3.519.86
01/02/2024,02.10.02,1.759.93
01/02/2024,02.12.01,9.562.47
01/02/2024,02.12.02,3.854.86
01/03/2024,02.01.01,1.268.332.47
01/03/2024,02.01.02,737.607.62
01/03/2024,02.02.01,65.297.00
01/03/2024,02.02.02,30.089.10
01/03/2024,02.02.03,20.059.40
01/03/2024,02.02.04,280.831.61
01/03/2024,02.02.05,13.038.61
01/03/2024,02.02.06,60.178.20
01/03/2024,02.02.07,63.416.62
01/03/2024,02.04.01,697.582.86
01/03/2024,02.04.02,258.162.67
01/03/2024,02.06.01,237.474.39
01/03/2024,02.06.02,33.246.41
01/03/2024,02.06.03,25.726.39
01/03/2024,02.06.04,19.789.53
01/03/2024,02.06.05,2.374.74
01/03/2024,02.06.06,712.42
01/03/2024,02.06.07,3.562.12
01/03/2024,02.06.08,1.781.06
01/03/2024,02.06.09,7.124.23
01/03/2024,02.06.10,2.137.27
01/03/2024,02.06.11,2.005.94
01/03/2024,02.06.12,9.498.98
01/03/2024,02.06.13,2.612.22
01/03/2024,02.06.14,949.90
01/03/2024,02.06.15,2.374.74
01/03/2024,02.06.16,1.424.85
01/03/2024,02.06.17,5.440.95
01/03/2024,02.06.18,217.64
01/03/2024,02.06.19,489.69
01/03/2024,02.06.20,462.48
01/03/2024,02.06.21,326.46
01/03/2024,02.06.22,30.089.10
01/03/2024,02.06.23,20.059.40
01/03/2024,02.06.24,25.074.25
01/03/2024,02.07.01,4.011.88
01/03/2024,02.07.02,702.08
01/03/2024,02.09.01,1.662.32
01/03/2024,02.09.02,1.187.37
01/03/2024,02.10.01,3.008.91
01/03/2024,02.10.02,1.504.46
01/03/2024,02.12.01,7.667.49
01/03/2024,02.12.02,3.172.66
01/04/2024,02.01.01,1.307.559.25
01/04/2024,02.01.02,752.660.84
01/04/2024,02.02.01,68.011.00
01/04/2024,02.02.02,30.903.30
01/04/2024,02.02.03,20.602.20
01/04/2024,02.02.04,288.430.81
01/04/2024,02.02.05,13.391.43
01/04/2024,02.02.06,61.806.60
01/04/2024,02.02.07,65.377.96
01/04/2024,02.04.01,719.157.59
01/04/2024,02.04.02,263.431.29
01/04/2024,02.06.01,243.655.05
01/04/2024,02.06.02,19.492.40
01/04/2024,02.06.03,26.395.96
01/04/2024,02.06.04,20.304.59
01/04/2024,02.06.05,2.436.55
01/04/2024,02.06.06,730.97
01/04/2024,02.06.07,3.654.83
01/04/2024,02.06.08,1.827.41
01/04/2024,02.06.09,7.309.65
01/04/2024,02.06.10,2.192.90
01/04/2024,02.06.11,2.060.22
01/04/2024,02.06.12,5.360.41
01/04/2024,02.06.13,2.680.21
01/04/2024,02.06.14,974.62
01/04/2024,02.06.15,1.583.76
01/04/2024,02.06.16,1.461.93
01/04/2024,02.06.17,5.440.95
01/04/2024,02.06.18,217.64
01/04/2024,02.06.19,489.69
01/04/2024,02.06.20,462.48
01/04/2024,02.06.21,326.46
01/04/2024,02.06.22,30.903.30
01/04/2024,02.06.23,20.602.20
01/04/2024,02.06.24,25.752.75
01/04/2024,02.07.01,4.120.44
01/04/2024,02.07.02,721.08
01/04/2024,02.09.01,1.705.59
01/04/2024,02.09.02,1.218.28
01/04/2024,02.10.01,3.090.33
01/04/2024,02.10.02,1.545.17
01/04/2024,02.12.01,12.702.06
01/04/2024,02.12.02,4.985.11
01/05/2024,02.01.01,1.362.040.89
01/05/2024,02.01.02,845.686.33
01/05/2024,02.02.01,75.386.36
01/05/2024,02.02.02,33.115.91
01/05/2024,02.02.03,22.077.27
01/05/2024,02.02.04,309.081.81
01/05/2024,02.02.05,14.350.23
01/05/2024,02.02.06,66.231.82
01/05/2024,02.02.07,68.102.04
01/05/2024,02.04.01,749.122.49
01/05/2024,02.04.02,295.990.22
01/05/2024,02.06.01,263.057.04
01/05/2024,02.06.02,21.044.56
01/05/2024,02.06.03,28.497.85
01/05/2024,02.06.04,21.921.42
01/05/2024,02.06.05,2.630.57
01/05/2024,02.06.06,789.17
01/05/2024,02.06.07,3.945.86
01/05/2024,02.06.08,1.972.93
01/05/2024,02.06.09,7.891.71
01/05/2024,02.06.10,2.367.51
01/05/2024,02.06.11,2.207.73
01/05/2024,02.06.12,5.787.25
01/05/2024,02.06.13,2.893.63
01/05/2024,02.06.14,1.052.23
01/05/2024,02.06.15,1.709.87
01/05/2024,02.06.16,1.578.34
01/05/2024,02.06.17,5.440.95
01/05/2024,02.06.18,217.64
01/05/2024,02.06.19,489.69
01/05/2024,02.06.20,462.48
01/05/2024,02.06.21,326.46
01/05/2024,02.06.22,33.115.91
01/05/2024,02.06.23,22.077.27
01/05/2024,02.06.24,27.596.59
01/05/2024,02.07.01,4.415.45
01/05/2024,02.07.02,772.70
01/05/2024,02.09.01,1.841.40
01/05/2024,02.09.02,1.315.29
01/05/2024,02.10.01,3.311.59
01/05/2024,02.10.02,1.655.80
01/05/2024,02.12.01,15.575.08
01/05/2024,02.12.02,6.019.40
