competencia_data,planoContas_id,valor
01/01/2023,03.01.01,797.151.25
01/01/2023,03.01.02,439.937.69
01/01/2023,03.02.01,26.854.45
01/01/2023,03.02.02,18.556.33
01/01/2023,03.02.03,12.370.89
01/01/2023,03.02.04,173.192.45
01/01/2023,03.02.05,8.041.08
01/01/2023,03.02.06,37.112.67
01/01/2023,03.02.07,39.857.56
01/01/2023,03.04.01,438.433.19
01/01/2023,03.04.02,153.978.19
01/01/2023,03.06.01,145.705.78
01/01/2023,03.06.02,26.227.04
01/01/2023,03.06.03,15.784.79
01/01/2023,03.06.04,12.142.15
01/01/2023,03.06.05,1.457.06
01/01/2023,03.06.06,437.12
01/01/2023,03.06.07,2.185.59
01/01/2023,03.06.08,1.092.79
01/01/2023,03.06.09,13.113.52
01/01/2023,03.06.10,1.311.35
01/01/2023,03.06.11,1.237.09
01/01/2023,03.06.12,3.205.53
01/01/2023,03.06.13,1.602.76
01/01/2023,03.06.14,582.82
01/01/2023,03.06.15,947.09
01/01/2023,03.06.16,874.23
01/01/2023,03.06.17,3.135.00
01/01/2023,03.06.18,125.40
01/01/2023,03.06.19,282.15
01/01/2023,03.06.20,266.48
01/01/2023,03.06.21,188.10
01/01/2023,03.06.22,37.112.67
01/01/2023,03.06.23,18.556.33
01/01/2023,03.06.24,15.463.61
01/01/2023,03.07.01,2.474.18
01/01/2023,03.07.02,432.98
01/01/2023,03.09.01,1.019.94
01/01/2023,03.09.02,728.53
01/01/2023,03.10.01,1.855.63
01/01/2023,03.10.02,927.82
01/01/2023,03.12.01,-4.855.85
01/01/2023,03.12.02,-1.510.51
01/02/2023,03.01.01,637.721.00
01/02/2023,03.01.02,492.730.22
01/02/2023,03.02.01,21.522.56
01/02/2023,03.02.02,16.956.77
01/02/2023,03.02.03,11.304.51
01/02/2023,03.02.04,158.263.17
01/02/2023,03.02.05,7.347.93
01/02/2023,03.02.06,33.913.54
01/02/2023,03.02.07,31.886.05
01/02/2023,03.04.01,350.746.55
01/02/2023,03.04.02,172.455.58
