competencia_data,planoContas_id,valor
01/01/2024,01.01.01,2.166.225.08
01/01/2024,01.01.02,1.578.046.28
01/01/2024,01.02.01,152.213.57
01/01/2024,01.02.02,56.164.07
01/01/2024,01.02.03,37.442.71
01/01/2024,01.02.04,524.197.99
01/01/2024,01.02.05,24.337.76
01/01/2024,01.02.06,112.328.14
01/01/2024,01.02.07,108.311.25
01/01/2024,01.04.01,1.191.423.79
01/01/2024,01.04.02,552.316.20
01/01/2024,01.06.01,453.329.45
01/01/2024,01.06.02,45.332.94
01/01/2024,01.06.03,49.110.69
01/01/2024,01.06.04,37.777.45
01/01/2024,01.06.05,4.533.29
01/01/2024,01.06.06,1.359.99
01/01/2024,01.06.07,6.799.94
01/01/2024,01.06.08,3.399.97
01/01/2024,01.06.09,40.799.65
01/01/2024,01.06.10,4.079.97
01/01/2024,01.06.11,3.744.27
01/01/2024,01.06.12,9.973.25
01/01/2024,01.06.13,4.986.62
01/01/2024,01.06.14,1.813.32
01/01/2024,01.06.15,2.946.64
01/01/2024,01.06.16,2.719.98
01/01/2024,01.06.17,9.500.00
01/01/2024,01.06.18,380.00
01/01/2024,01.06.19,855.00
01/01/2024,01.06.20,807.50
01/01/2024,01.06.21,570.00
01/01/2024,01.06.22,104.839.60
01/01/2024,01.06.23,78.629.70
01/01/2024,01.06.24,46.803.39
01/01/2024,01.07.01,7.488.54
01/01/2024,01.07.02,1.310.49
01/01/2024,01.09.01,3.173.31
01/01/2024,01.09.02,2.266.65
01/01/2024,01.10.01,5.616.41
01/01/2024,01.10.02,2.808.20
01/01/2024,01.12.01,1.194.91
01/01/2024,01.12.02,1.150.17
01/02/2024,01.01.01,2.415.609.85
01/02/2024,01.01.02,1.333.144.52
01/02/2024,01.02.01,152.437.72
01/02/2024,01.02.02,56.231.32
01/02/2024,01.02.03,37.487.54
01/02/2024,01.02.04,524.825.61
01/02/2024,01.02.05,24.366.90
01/02/2024,01.02.06,112.462.63
01/02/2024,01.02.07,120.780.49
01/02/2024,01.04.01,1.328.585.42
01/02/2024,01.04.02,466.600.58
01/02/2024,01.06.01,441.532.66
01/02/2024,01.06.02,69.475.88
01/02/2024,01.06.03,42.832.71
01/02/2024,01.06.04,36.794.39
01/02/2024,01.06.05,4.415.33
01/02/2024,01.06.06,1.324.60
01/02/2024,01.06.07,6.622.99
01/02/2024,01.06.08,3.311.49
01/02/2024,01.06.09,39.737.94
01/02/2024,01.06.10,3.973.79
01/02/2024,01.06.11,3.748.75
01/02/2024,01.06.12,9.713.72
01/02/2024,01.06.13,4.856.86
01/02/2024,01.06.14,1.766.13
01/02/2024,01.06.15,2.869.96
01/02/2024,01.06.16,2.649.20
01/02/2024,01.06.17,9.500.00
01/02/2024,01.06.18,380.00
01/02/2024,01.06.19,855.00
01/02/2024,01.06.20,807.50
01/02/2024,01.06.21,570.00
01/02/2024,01.06.22,112.462.63
01/02/2024,01.06.23,56.231.32
01/02/2024,01.06.24,46.859.43
01/02/2024,01.07.01,7.497.51
01/02/2024,01.07.02,1.312.06
01/02/2024,01.09.01,3.090.73
01/02/2024,01.09.02,2.207.66
01/02/2024,01.10.01,5.623.13
01/02/2024,01.10.02,2.811.57
01/02/2024,01.12.01,-14.714.70
01/02/2024,01.12.02,-4.577.29
01/03/2024,01.01.01,2.391.692.93
01/03/2024,01.01.02,1.326.511.96
01/03/2024,01.02.01,150.910.24
01/03/2024,01.02.02,55.773.07
01/03/2024,01.02.03,37.182.05
01/03/2024,01.02.04,520.548.68
01/03/2024,01.02.05,24.168.33
01/03/2024,01.02.06,111.546.15
01/03/2024,01.02.07,119.584.65
01/03/2024,01.04.01,1.315.431.11
01/03/2024,01.04.02,464.279.19
01/03/2024,01.06.01,438.146.09
01/03/2024,01.06.02,61.340.45
01/03/2024,01.06.03,47.465.83
01/03/2024,01.06.04,36.512.17
01/03/2024,01.06.05,4.381.46
01/03/2024,01.06.06,1.314.44
01/03/2024,01.06.07,6.572.19
01/03/2024,01.06.08,3.286.10
01/03/2024,01.06.09,39.433.15
01/03/2024,01.06.10,3.943.31
01/03/2024,01.06.11,3.718.20
01/03/2024,01.06.12,9.639.21
01/03/2024,01.06.13,4.819.61
01/03/2024,01.06.14,1.752.58
01/03/2024,01.06.15,2.847.95
01/03/2024,01.06.16,2.628.88
01/03/2024,01.06.17,9.500.00
01/03/2024,01.06.18,380.00
01/03/2024,01.06.19,855.00
01/03/2024,01.06.20,807.50
01/03/2024,01.06.21,570.00
01/03/2024,01.06.22,55.773.07
01/03/2024,01.06.23,37.182.05
01/03/2024,01.06.24,46.477.56
01/03/2024,01.07.01,7.436.41
01/03/2024,01.07.02,1.301.37
01/03/2024,01.09.01,3.067.02
01/03/2024,01.09.02,2.190.73
01/03/2024,01.10.01,5.577.31
01/03/2024,01.10.02,2.788.65
01/03/2024,01.12.01,8.518.28
01/03/2024,01.12.02,3.786.58
01/04/2024,01.01.01,1.857.507.35
01/04/2024,01.01.02,1.492.524.62
01/04/2024,01.02.01,132.501.60
01/04/2024,01.02.02,50.250.48
01/04/2024,01.02.03,33.500.32
01/04/2024,01.02.04,469.004.48
01/04/2024,01.02.05,21.775.21
01/04/2024,01.02.06,100.500.96
01/04/2024,01.02.07,92.875.37
01/04/2024,01.04.01,1.021.629.04
01/04/2024,01.04.02,522.383.62
01/04/2024,01.06.01,409.629.43
01/04/2024,01.06.02,40.962.94
01/04/2024,01.06.03,44.376.52
01/04/2024,01.06.04,34.135.79
01/04/2024,01.06.05,4.096.29
01/04/2024,01.06.06,1.228.89
01/04/2024,01.06.07,6.144.44
01/04/2024,01.06.08,3.072.22
01/04/2024,01.06.09,36.866.65
01/04/2024,01.06.10,3.686.66
01/04/2024,01.06.11,3.350.03
01/04/2024,01.06.12,9.011.85
01/04/2024,01.06.13,4.505.92
01/04/2024,01.06.14,1.638.52
01/04/2024,01.06.15,2.662.59
01/04/2024,01.06.16,2.457.78
01/04/2024,01.06.17,9.500.00
01/04/2024,01.06.18,380.00
01/04/2024,01.06.19,855.00
01/04/2024,01.06.20,807.50
01/04/2024,01.06.21,570.00
01/04/2024,01.06.22,107.201.02
01/04/2024,01.06.23,70.350.67
01/04/2024,01.06.24,41.875.40
01/04/2024,01.07.01,6.700.06
01/04/2024,01.07.02,1.172.51
01/04/2024,01.09.01,2.867.41
01/04/2024,01.09.02,2.048.15
01/04/2024,01.10.01,5.025.05
01/04/2024,01.10.02,2.512.52
01/04/2024,01.12.01,729.77
01/04/2024,01.12.02,982.72
01/05/2024,01.01.01,1.820.357.21
01/05/2024,01.01.02,1.447.748.88
01/05/2024,01.02.01,128.405.30
01/05/2024,01.02.02,49.021.59
01/05/2024,01.02.03,32.681.06
01/05/2024,01.02.04,457.534.85
01/05/2024,01.02.05,21.242.69
01/05/2024,01.02.06,98.043.18
01/05/2024,01.02.07,91.017.86
01/05/2024,01.04.01,1.001.196.46
01/05/2024,01.04.02,506.712.11
01/05/2024,01.06.01,399.198.05
01/05/2024,01.06.02,63.871.69
01/05/2024,01.06.03,43.246.46
01/05/2024,01.06.04,33.266.50
01/05/2024,01.06.05,3.991.98
01/05/2024,01.06.06,1.197.59
01/05/2024,01.06.07,5.987.97
01/05/2024,01.06.08,2.993.99
01/05/2024,01.06.09,35.927.82
01/05/2024,01.06.10,3.592.78
01/05/2024,01.06.11,3.268.11
01/05/2024,01.06.12,8.782.36
01/05/2024,01.06.13,4.391.18
01/05/2024,01.06.14,1.596.79
01/05/2024,01.06.15,2.594.79
01/05/2024,01.06.16,2.395.19
01/05/2024,01.06.17,9.500.00
01/05/2024,01.06.18,380.00
01/05/2024,01.06.19,855.00
01/05/2024,01.06.20,807.50
01/05/2024,01.06.21,570.00
01/05/2024,01.06.22,98.043.18
01/05/2024,01.06.23,32.681.06
01/05/2024,01.06.24,40.851.33
01/05/2024,01.07.01,6.536.21
01/05/2024,01.07.02,1.143.84
01/05/2024,01.09.01,2.794.39
01/05/2024,01.09.02,1.995.99
01/05/2024,01.10.01,4.902.16
01/05/2024,01.10.02,2.451.08
01/05/2024,01.12.01,4.859.00
01/05/2024,01.12.02,2.469.24
