competencia_data,planoContas_id,valor
01/01/2023,01.01.01,1.991.833.16
01/01/2023,01.01.02,1.656.702.33
01/01/2023,01.02.01,157.567.55
01/01/2023,01.02.02,49.028.89
01/01/2023,01.02.03,30.120.14
01/01/2023,01.02.04,450.314.65
01/01/2023,01.02.05,25.233.98
01/01/2023,01.02.06,94.041.76
01/01/2023,01.02.07,104.019.48
01/01/2023,01.04.01,1.169.885.56
01/01/2023,01.04.02,578.106.28
01/01/2023,01.06.01,441.502.69
01/01/2023,01.06.02,39.694.32
01/01/2023,01.06.03,42.903.66
01/01/2023,01.06.04,30.729.38
01/01/2023,01.06.05,4.542.34
01/01/2023,01.06.06,1.477.28
01/01/2023,01.06.07,6.056.45
01/01/2023,01.06.08,3.137.35
01/01/2023,01.06.09,41.331.20
01/01/2023,01.06.10,3.993.99
01/01/2023,01.06.11,3.205.38
01/01/2023,01.06.12,9.102.87
01/01/2023,01.06.13,4.621.46
01/01/2023,01.06.14,1.995.17
01/01/2023,01.06.15,3.159.40
01/01/2023,01.06.16,2.875.45
01/01/2023,01.06.17,10.154.84
01/01/2023,01.06.18,420.53
01/01/2023,01.06.19,875.02
01/01/2023,01.06.20,745.74
01/01/2023,01.06.21,678.25
01/01/2023,01.06.22,126.489.70
01/01/2023,01.06.23,77.074.09
01/01/2023,01.06.24,42.763.16
01/01/2023,01.07.01,7.042.91
01/01/2023,01.07.02,1.389.99
01/01/2023,01.09.01,2.890.00
01/01/2023,01.09.02,2.400.76
01/01/2023,01.10.01,5.918.05
01/01/2023,01.10.02,2.250.64
01/01/2023,01.12.01,806.00
01/01/2023,01.12.02,1.125.72
01/02/2023,01.01.01,2.020.596.50
01/02/2023,01.01.02,1.607.001.26
01/02/2023,01.02.01,111.379.89
01/02/2023,01.02.02,54.413.97
01/02/2023,01.02.03,36.275.98
01/02/2023,01.02.04,507.863.69
01/02/2023,01.02.05,23.579.39
01/02/2023,01.02.06,108.827.93
01/02/2023,01.02.07,101.029.82
01/02/2023,01.04.01,1.111.328.07
01/02/2023,01.04.02,562.450.44
01/02/2023,01.06.01,443.109.84
01/02/2023,01.06.02,90.154.00
01/02/2023,01.06.03,48.003.57
01/02/2023,01.06.04,36.925.82
01/02/2023,01.06.05,4.431.10
01/02/2023,01.06.06,1.329.33
01/02/2023,01.06.07,6.646.65
01/02/2023,01.06.08,3.323.32
01/02/2023,01.06.09,39.879.89
01/02/2023,01.06.10,3.987.99
01/02/2023,01.06.11,3.627.60
01/02/2023,01.06.12,9.748.42
01/02/2023,01.06.13,4.874.21
01/02/2023,01.06.14,1.772.44
01/02/2023,01.06.15,2.880.21
01/02/2023,01.06.16,2.658.66
01/02/2023,01.06.17,10.545.00
01/02/2023,01.06.18,421.80
01/02/2023,01.06.19,949.05
01/02/2023,01.06.20,896.33
01/02/2023,01.06.21,632.70
01/02/2023,01.06.22,108.827.93
01/02/2023,01.06.23,36.275.98
01/02/2023,01.06.24,45.344.97
01/02/2023,01.07.01,7.255.20
01/02/2023,01.07.02,1.269.66
01/02/2023,01.09.01,3.101.77
01/02/2023,01.09.02,2.215.55
01/02/2023,01.10.01,5.441.40
01/02/2023,01.10.02,2.720.70
01/02/2023,01.12.01,5.393.49
01/02/2023,01.12.02,2.740.86
01/03/2023,01.01.01,2.404.509.83
01/03/2023,01.01.02,1.751.631.37
01/03/2023,01.02.01,172.807.06
01/03/2023,01.02.02,62.342.12
01/03/2023,01.02.03,41.561.41
01/03/2023,01.02.04,581.859.77
01/03/2023,01.02.05,27.014.92
01/03/2023,01.02.06,124.684.24
01/03/2023,01.02.07,120.225.49
01/03/2023,01.04.01,1.322.480.41
01/03/2023,01.04.02,613.070.98
01/03/2023,01.06.01,503.195.69
01/03/2023,01.06.02,50.319.57
01/03/2023,01.06.03,54.512.87
01/03/2023,01.06.04,41.932.97
01/03/2023,01.06.05,5.031.96
01/03/2023,01.06.06,1.509.59
01/03/2023,01.06.07,7.547.94
01/03/2023,01.06.08,3.773.97
01/03/2023,01.06.09,45.287.61
01/03/2023,01.06.10,4.528.76
01/03/2023,01.06.11,4.156.14
01/03/2023,01.06.12,11.070.31
01/03/2023,01.06.13,5.535.15
01/03/2023,01.06.14,2.012.78
01/03/2023,01.06.15,3.270.77
01/03/2023,01.06.16,3.019.17
01/03/2023,01.06.17,10.545.00
01/03/2023,01.06.18,421.80
01/03/2023,01.06.19,949.05
01/03/2023,01.06.20,896.33
01/03/2023,01.06.21,632.70
01/03/2023,01.06.22,116.371.95
01/03/2023,01.06.23,87.278.97
01/03/2023,01.06.24,51.951.77
01/03/2023,01.07.01,8.312.28
01/03/2023,01.07.02,1.454.65
01/03/2023,01.09.01,3.522.37
01/03/2023,01.09.02,2.515.98
01/03/2023,01.10.01,6.234.21
01/03/2023,01.10.02,3.117.11
01/03/2023,01.12.01,1.326.35
01/03/2023,01.12.02,1.276.69
01/04/2023,01.01.01,2.654.779.15
01/04/2023,01.01.02,1.472.428.28
01/04/2023,01.02.01,171.360.37
01/04/2023,01.02.02,61.908.11
01/04/2023,01.02.03,41.272.07
01/04/2023,01.02.04,577.809.04
01/04/2023,01.02.05,26.826.85
01/04/2023,01.02.06,123.816.22
01/04/2023,01.02.07,132.738.96
01/04/2023,01.04.01,1.460.128.53
01/04/2023,01.04.02,515.349.90
01/04/2023,01.06.01,486.342.16
01/04/2023,01.06.02,68.087.90
01/04/2023,01.06.03,52.687.07
01/04/2023,01.06.04,40.528.51
01/04/2023,01.06.05,4.863.42
01/04/2023,01.06.06,1.459.03
01/04/2023,01.06.07,7.295.13
01/04/2023,01.06.08,3.647.57
01/04/2023,01.06.09,43.770.79
01/04/2023,01.06.10,4.377.08
01/04/2023,01.06.11,4.127.21
01/04/2023,01.06.12,10.699.53
01/04/2023,01.06.13,5.349.76
01/04/2023,01.06.14,1.945.37
01/04/2023,01.06.15,3.161.22
01/04/2023,01.06.16,2.918.05
01/04/2023,01.06.17,10.545.00
01/04/2023,01.06.18,421.80
01/04/2023,01.06.19,949.05
01/04/2023,01.06.20,896.33
01/04/2023,01.06.21,632.70
01/04/2023,01.06.22,61.908.11
01/04/2023,01.06.23,41.272.07
01/04/2023,01.06.24,51.590.09
01/04/2023,01.07.01,8.254.41
01/04/2023,01.07.02,1.444.52
01/04/2023,01.09.01,3.404.40
01/04/2023,01.09.02,2.431.71
01/04/2023,01.10.01,6.190.81
01/04/2023,01.10.02,3.095.41
01/04/2023,01.12.01,9.455.29
01/04/2023,01.12.02,4.203.10
01/05/2023,01.01.01,2.548.780.42
01/05/2023,01.01.02,1.821.696.62
01/05/2023,01.02.01,183.523.85
01/05/2023,01.02.02,65.557.16
01/05/2023,01.02.03,43.704.77
01/05/2023,01.02.04,611.866.79
01/05/2023,01.02.05,28.408.10
01/05/2023,01.02.06,131.114.31
01/05/2023,01.02.07,127.439.02
01/05/2023,01.04.01,1.401.829.23
01/05/2023,01.04.02,637.593.82
01/05/2023,01.06.01,528.132.54
01/05/2023,01.06.02,42.250.60
01/05/2023,01.06.03,57.214.36
01/05/2023,01.06.04,44.011.04
01/05/2023,01.06.05,5.281.33
01/05/2023,01.06.06,1.584.40
01/05/2023,01.06.07,7.921.99
01/05/2023,01.06.08,3.960.99
01/05/2023,01.06.09,47.531.93
01/05/2023,01.06.10,4.753.19
01/05/2023,01.06.11,4.370.48
01/05/2023,01.06.12,21.125.30
01/05/2023,01.06.13,5.809.46
01/05/2023,01.06.14,2.112.53
01/05/2023,01.06.15,4.753.19
01/05/2023,01.06.16,3.168.80
01/05/2023,01.06.17,10.545.00
01/05/2023,01.06.18,421.80
01/05/2023,01.06.19,949.05
01/05/2023,01.06.20,896.33
01/05/2023,01.06.21,632.70
01/05/2023,01.06.22,65.557.16
01/05/2023,01.06.23,91.780.02
01/05/2023,01.06.24,54.630.96
01/05/2023,01.07.01,8.740.95
01/05/2023,01.07.02,1.529.67
01/05/2023,01.09.01,3.696.93
01/05/2023,01.09.02,2.640.66
01/05/2023,01.10.01,6.555.72
01/05/2023,01.10.02,3.277.86
01/05/2023,01.12.01,14.930.77
01/05/2023,01.12.02,6.174.28
01/06/2023,01.01.01,2.653.280.42
01/06/2023,01.01.02,1.894.564.49
01/06/2023,01.02.01,192.392.25
01/06/2023,01.02.02,68.217.67
01/06/2023,01.02.03,45.478.45
01/06/2023,01.02.04,636.698.29
01/06/2023,01.02.05,29.560.99
01/06/2023,01.02.06,136.435.35
01/06/2023,01.02.07,132.664.02
01/06/2023,01.04.01,1.459.304.23
01/06/2023,01.04.02,663.097.57
01/06/2023,01.06.01,555.143.00
01/06/2023,01.06.02,51.961.00
01/06/2023,01.06.03,59.530.54
01/06/2023,01.06.04,45.792.73
01/06/2023,01.06.05,5.495.13
01/06/2023,01.06.06,1.648.54
01/06/2023,01.06.07,8.242.69
01/06/2023,01.06.08,4.121.35
01/06/2023,01.06.09,49.456.14
01/06/2023,01.06.10,4.945.61
01/06/2023,01.06.11,4.547.84
01/06/2023,01.06.12,12.089.28
01/06/2023,01.06.13,6.044.64
01/06/2023,01.06.14,2.198.05
01/06/2023,01.06.15,3.571.83
01/06/2023,01.06.16,3.297.08
01/06/2023,01.06.17,10.545.00
01/06/2023,01.06.18,421.80
01/06/2023,01.06.19,949.05
01/06/2023,01.06.20,896.33
01/06/2023,01.06.21,632.70
01/06/2023,01.06.22,68.217.67
01/06/2023,01.06.23,95.504.74
01/06/2023,01.06.24,56.848.06
01/06/2023,01.07.01,9.095.69
01/06/2023,01.07.02,1.591.75
01/06/2023,01.09.01,3.846.59
01/06/2023,01.09.02,2.747.56
01/06/2023,01.10.01,6.821.77
01/06/2023,01.10.02,3.410.88
01/06/2023,01.12.01,18.532.83
01/06/2023,01.12.02,7.471.02
01/07/2023,01.01.01,2.654.779.15
01/07/2023,01.01.02,1.472.428.28
01/07/2023,01.02.01,171.360.37
01/07/2023,01.02.02,61.908.11
01/07/2023,01.02.03,41.272.07
01/07/2023,01.02.04,577.809.04
01/07/2023,01.02.05,26.826.85
01/07/2023,01.02.06,123.816.22
01/07/2023,01.02.07,132.738.96
01/07/2023,01.04.01,1.460.128.53
01/07/2023,01.04.02,515.349.90
01/07/2023,01.06.01,486.342.16
01/07/2023,01.06.02,68.087.90
01/07/2023,01.06.03,52.687.07
01/07/2023,01.06.04,40.528.51
01/07/2023,01.06.05,4.863.42
01/07/2023,01.06.06,1.459.03
01/07/2023,01.06.07,7.295.13
01/07/2023,01.06.08,3.647.57
01/07/2023,01.06.09,43.770.79
01/07/2023,01.06.10,4.377.08
01/07/2023,01.06.11,4.127.21
01/07/2023,01.06.12,10.699.53
01/07/2023,01.06.13,5.349.76
01/07/2023,01.06.14,1.945.37
01/07/2023,01.06.15,3.161.22
01/07/2023,01.06.16,2.918.05
01/07/2023,01.06.17,10.545.00
01/07/2023,01.06.18,421.80
01/07/2023,01.06.19,949.05
01/07/2023,01.06.20,896.33
01/07/2023,01.06.21,632.70
01/07/2023,01.06.22,61.908.11
01/07/2023,01.06.23,41.272.07
01/07/2023,01.06.24,51.590.09
01/07/2023,01.07.01,8.254.41
01/07/2023,01.07.02,1.444.52
01/07/2023,01.09.01,3.404.40
01/07/2023,01.09.02,2.431.71
01/07/2023,01.10.01,6.190.81
01/07/2023,01.10.02,3.095.41
01/07/2023,01.12.01,9.455.29
01/07/2023,01.12.02,4.203.10
01/08/2023,01.01.01,2.061.833.16
01/08/2023,01.01.02,1.656.702.33
01/08/2023,01.02.01,150.926.77
01/08/2023,01.02.02,55.778.03
01/08/2023,01.02.03,37.185.35
01/08/2023,01.02.04,520.594.97
01/08/2023,01.02.05,24.170.48
01/08/2023,01.02.06,111.556.06
01/08/2023,01.02.07,103.091.66
01/08/2023,01.04.01,1.134.008.24
01/08/2023,01.04.02,579.845.81
01/08/2023,01.06.01,454.688.67
01/08/2023,01.06.02,45.468.87
01/08/2023,01.06.03,49.257.94
